Day,Date,Rank,Gross,% ,+/-,YD,Theaters,Gross-to-Date,Day #,MovieName,Image
Thu,2015-09-10,12,"$129,381",-5.4%,-48.0%,"1,527",$85,"$174,527,121",56,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Fri,2015-09-11,12,"$402,323",+211.0%,-36.5%,"1,354",$297,"$174,929,444",57,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Sat,2015-09-12,10,"$811,713",+101.8%,-27.0%,"1,354",$599,"$175,741,157",58,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Sun,2015-09-13,-,"$443,881",-45.3%,-60.4%,"1,354",$328,"$176,185,038",59,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Mon,2015-09-14,11,"$127,061",-71.4%,-85.9%,"1,354",$94,"$176,312,099",60,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Tue,2015-09-15,-,"$139,389",+9.7%,-26.4%,"1,354",$103,"$176,451,488",61,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Wed,2015-09-16,12,"$107,606",-22.8%,-21.3%,"1,354",$79,"$176,559,094",62,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Thu,2015-09-17,11,"$91,752",-14.7%,-29.1%,"1,354",$68,"$176,650,846",63,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Fri,2015-09-18,-,"$227,937",+148.4%,-43.3%,977,$233,"$176,878,783",64,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Sat,2015-09-19,-,"$448,536",+96.8%,-44.7%,977,$459,"$177,327,319",65,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Sun,2015-09-20,-,"$246,512",-45.0%,-44.5%,977,$252,"$177,573,831",66,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Mon,2015-09-21,-,"$65,166",-73.6%,-48.7%,977,$67,"$177,638,997",67,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Tue,2015-09-22,-,"$86,008",+32.0%,-38.3%,977,$88,"$177,725,005",68,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Wed,2015-09-23,-,"$87,864",+2.2%,-18.3%,977,$90,"$177,812,869",69,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Thu,2015-09-24,-,"$66,387",-24.4%,-27.6%,977,$68,"$177,879,256",70,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Fri,2015-09-25,-,"$96,557",+45.4%,-57.6%,477,$202,"$177,975,813",71,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Sat,2015-09-26,-,"$169,243",+75.3%,-62.3%,477,$355,"$178,145,056",72,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Sun,2015-09-27,-,"$87,203",-48.5%,-64.6%,477,$183,"$178,232,259",73,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Mon,2015-09-28,-,"$30,551",-65.0%,-53.1%,477,$64,"$178,262,810",74,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Tue,2015-09-29,-,"$35,885",+17.5%,-58.3%,477,$75,"$178,298,695",75,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Wed,2015-09-30,-,"$29,646",-17.4%,-66.3%,477,$62,"$178,328,341",76,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Thu,2015-10-01,-,"$24,737",-16.6%,-62.7%,477,$52,"$178,353,078",77,Ant-Man,https://i.annihil.us/u/prod/marvel/i/mg/d/60/5553932315f24/portrait_incredible.jpg
Fri,2014-04-04,1,"$36,926,192",-,-,"3,938","$9,377","$36,926,192",1,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-04-05,1,"$34,666,864",-6.1%,-,"3,938","$8,803","$71,593,056",2,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-04-06,1,"$23,430,665",-32.4%,-,"3,938","$5,950","$95,023,721",3,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Mon,2014-04-07,1,"$6,219,552",-73.5%,-,"3,938","$1,579","$101,243,273",4,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Tue,2014-04-08,1,"$6,977,056",+12.2%,-,"3,938","$1,772","$108,220,329",5,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Wed,2014-04-09,1,"$4,805,702",-31.1%,-,"3,938","$1,220","$113,026,031",6,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Thu,2014-04-10,1,"$4,582,140",-4.7%,-,"3,938","$1,164","$117,608,171",7,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Fri,2014-04-11,2,"$11,866,741",+159.0%,-67.9%,"3,938","$3,013","$129,474,912",8,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-04-12,1,"$17,734,355",+49.4%,-48.8%,"3,938","$4,503","$147,209,267",9,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-04-13,2,"$11,673,765",-34.2%,-50.2%,"3,938","$2,964","$158,883,032",10,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Mon,2014-04-14,1,"$3,462,915",-70.3%,-44.3%,"3,938",$879,"$162,345,947",11,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Tue,2014-04-15,1,"$4,726,740",+36.5%,-32.3%,"3,938","$1,200","$167,072,687",12,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Wed,2014-04-16,2,"$3,524,058",-25.4%,-26.7%,"3,938",$895,"$170,596,745",13,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Thu,2014-04-17,1,"$4,317,709",+22.5%,-5.8%,"3,938","$1,096","$174,914,454",14,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Fri,2014-04-18,1,"$9,503,748",+120.1%,-19.9%,"3,825","$2,485","$184,418,202",15,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-04-19,1,"$10,336,793",+8.8%,-41.7%,"3,825","$2,702","$194,754,995",16,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-04-20,2,"$5,746,515",-44.4%,-50.8%,"3,825","$1,502","$200,501,510",17,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Mon,2014-04-21,2,"$2,595,127",-54.8%,-25.1%,"3,825",$678,"$203,096,637",18,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Tue,2014-04-22,2,"$2,205,248",-15.0%,-53.3%,"3,825",$577,"$205,301,885",19,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Wed,2014-04-23,2,"$1,773,553",-19.6%,-49.7%,"3,825",$464,"$207,075,438",20,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Thu,2014-04-24,1,"$1,764,778",-0.5%,-59.1%,"3,825",$461,"$208,840,216",21,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Fri,2014-04-25,2,"$4,415,521",+150.2%,-53.5%,"3,620","$1,220","$213,255,737",22,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-04-26,2,"$7,318,408",+65.7%,-29.2%,"3,620","$2,022","$220,574,145",23,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-04-27,2,"$4,485,096",-38.7%,-22.0%,"3,620","$1,239","$225,059,241",24,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Mon,2014-04-28,2,"$1,067,512",-76.2%,-58.9%,"3,620",$295,"$226,126,753",25,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Tue,2014-04-29,3,"$1,340,240",+25.5%,-39.2%,"3,620",$370,"$227,466,993",26,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Wed,2014-04-30,2,"$1,062,874",-20.7%,-40.1%,"3,620",$294,"$228,529,867",27,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Thu,2014-05-01,3,"$851,344",-19.9%,-51.8%,"3,620",$235,"$229,381,211",28,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Fri,2014-05-02,4,"$2,099,784",+146.6%,-52.4%,"3,179",$661,"$231,480,995",29,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-05-03,5,"$3,523,955",+67.8%,-51.8%,"3,179","$1,109","$235,004,950",30,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-05-04,5,"$2,150,530",-39.0%,-52.1%,"3,179",$676,"$237,155,480",31,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Mon,2014-05-05,4,"$511,100",-76.2%,-52.1%,"3,179",$161,"$237,666,580",32,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Tue,2014-05-06,4,"$664,005",+29.9%,-50.5%,"3,179",$209,"$238,330,585",33,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Wed,2014-05-07,4,"$538,107",-19.0%,-49.4%,"3,179",$169,"$238,868,692",34,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Thu,2014-05-08,4,"$509,053",-5.4%,-40.2%,"3,179",$160,"$239,377,745",35,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Fri,2014-05-09,5,"$1,487,247",+192.2%,-29.2%,"2,701",$551,"$240,864,992",36,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-05-10,5,"$2,551,300",+71.5%,-27.6%,"2,701",$945,"$243,416,292",37,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-05-11,5,"$1,712,046",-32.9%,-20.4%,"2,701",$634,"$245,128,338",38,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Mon,2014-05-12,5,"$410,819",-76.0%,-19.6%,"2,701",$152,"$245,539,157",39,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Tue,2014-05-13,5,"$504,171",+22.7%,-24.1%,"2,701",$187,"$246,043,328",40,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Wed,2014-05-14,5,"$421,532",-16.4%,-21.7%,"2,701",$156,"$246,464,860",41,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Thu,2014-05-15,5,"$403,386",-4.3%,-20.8%,"2,701",$149,"$246,868,246",42,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Fri,2014-05-16,7,"$1,020,397",+153.0%,-31.4%,"2,271",$449,"$247,888,643",43,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-05-17,8,"$1,621,781",+58.9%,-36.4%,"2,271",$714,"$249,510,424",44,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-05-18,8,"$1,021,880",-37.0%,-40.3%,"2,271",$450,"$250,532,304",45,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Mon,2014-05-19,8,"$373,678",-63.4%,-9.0%,"2,271",$165,"$250,905,982",46,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Tue,2014-05-20,7,"$345,985",-7.4%,-31.4%,"2,271",$152,"$251,251,967",47,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Wed,2014-05-21,7,"$294,182",-15.0%,-30.2%,"2,271",$130,"$251,546,149",48,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Thu,2014-05-22,7,"$294,849",+0.2%,-26.9%,"2,271",$130,"$251,840,998",49,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Fri,2014-05-23,11,"$444,237",+50.7%,-56.5%,"1,373",$324,"$252,285,235",50,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sat,2014-05-24,11,"$670,541",+50.9%,-58.7%,"1,373",$488,"$252,955,776",51,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
Sun,2014-05-25,11,"$629,949",-6.1%,-38.4%,"1,373",$459,"$253,585,725",52,Captain America: The Winter Soldier,https://i.annihil.us/u/prod/marvel/i/mg/6/60/54db8860a5f04/portrait_incredible.jpg
